GeneSymbol,Platform,TCGA.05.4390.01,TCGA.05.4417.01,TCGA.05.4433.01,TCGA.44.5644.01,TCGA.44.6145.01
ATP2B1,geneExp,0.02998226,-0.056742596,-0.070744715,0.335524063,-0.043938623
ATP2B4,geneExp,-0.023562107,0.376243346,0.325146738,0.133809945,0.653548666
ATP2C1,geneExp,0.144765007,0.087809922,0.133643159,0.466849378,0.321539952
ATP2C2,geneExp,0.431211871,-0.009022661,-0.069091284,0.101164306,-0.214516042
ATP5A1,geneExp,3.376011057,0.679790876,0.459694034,1.711432985,0.571997701
ATP5B,geneExp,2.340301846,0.922659402,1.074767357,2.569054924,1.020414728
ATP5C1,geneExp,0.565426,0.105855824,0.083540313,-0.022230242,0.196523466
ATP5D,geneExp,-0.168937188,-0.100574793,-0.115697147,-0.033761037,-0.167057912
ATP5E,geneExp,0.808706756,0.285148596,0.181092267,0.637571094,0.447066149
ATP5EP2,geneExp,-0.298347872,-0.175737491,-0.165609857,-0.282347107,-0.256197647
ATP5F1,geneExp,0.22734767,0.062480997,0.009652974,-0.092762783,0.039084798
ATP5G1,geneExp,-0.12598868,-0.091274741,-0.104329863,-0.139335235,-0.131832428
ATP5G2,geneExp,0.596648441,0.356423569,0.254979605,0.708852405,0.372877428
ATP5G3,geneExp,0.359583908,0.202972737,0.090774046,0.66662274,0.180779592
ATP5H,geneExp,0.048207141,0.041060398,0.005932781,0.213776784,0.112593922
ATP5I,geneExp,0.047800255,-0.052039972,-0.070331357,-0.037443394,-0.118736709
ATP5J,geneExp,-0.103117167,-0.081658336,-0.06502593,-0.033081174,-0.104178718
ATP5J2,geneExp,0.125627496,-0.078849264,-0.069504642,0.053992855,0.127318411
ATP5L,geneExp,0.278490315,0.102806632,-0.026515652,0.544426212,0.050524585
ATP5O,geneExp,-0.021725477,0.025280799,0.023500391,0.109700084,-0.018340681
ATP5S,geneExp,-0.26938587,-0.167733355,-0.166333227,-0.284293853,-0.247249702
ATP6AP1,geneExp,0.548755181,0.315106947,0.417945105,1.471382694,0.362003957
ATP6AP1L,geneExp,-0.301879825,-0.17718586,-0.174290329,-0.283545105,-0.25347928
ATP6AP2,geneExp,0.398717916,0.351239927,0.229454893,1.056573412,0.450124306
ATP6V0A1,geneExp,-0.073009406,-0.077019744,0.127149339,-0.017288457,0.027078678
ATP6V0A2,geneExp,-0.196910245,-0.10156578,-0.104433209,-0.05412711,-0.185859943
ATP6V0B,geneExp,0.523890247,0.038773495,0.140170053,0.951747963,0.253382612
ATP6V0C,geneExp,0.615562732,0.188600356,0.380329727,0.118535362,0.458392673
ATP6V0D1,geneExp,0.262667179,0.156853636,0.251052721,-0.027621254,0.230389775
ATP6V0D2,geneExp,-0.297217642,-0.1734506,-0.11983071,-0.285791373,-0.257443577
ATP6V0E1,geneExp,0.338533473,0.334926724,0.1835724,0.238934893,0.321908071
ATP6V0E2,geneExp,0.112059158,-0.121387081,-0.097096143,-0.1582098,-0.050056067
ATP6V1A,geneExp,0.08776498,0.117366547,0.073516435,0.195057958,0.210341832
ATP6V1B1,geneExp,-0.280264276,-0.153554591,-0.175117032,-0.273212307,-0.255971121
ATP6V1B2,geneExp,0.196266514,0.253132028,0.253326188,0.128119411,0.177721435
ATP6V1C1,geneExp,0.392219125,0.074754021,0.019263495,0.24043239,-0.038501887
ATP6V1C2,geneExp,-0.270610754,-0.158020898,-0.168046589,-0.235030388,-0.245114647
ATP6V1D,geneExp,0.087623696,-0.001018525,0.020813579,-0.010250175,-0.075426353
ATP6V1E1,geneExp,0.092850995,0.119119834,0.110305098,0.28161383,0.092432716
ATP6V1E2,geneExp,-0.299054249,-0.168800574,-0.170880135,-0.260184015,-0.245210931
ATP6V1F,geneExp,0.19315556,-0.007044491,0.012540263,-0.007554681,0.174948704
ATP6V1G1,geneExp,0.074343567,0.128114957,0.186259212,0.086937993,0.313979511
ATP6V1G2,geneExp,-0.299901933,-0.176728478,-0.174910353,-0.280701346,-0.258016688
ATP6V1H,geneExp,0.163348728,-0.02152437,-0.058964073,0.053543583,-0.108159995
ATP7A,geneExp,-0.254975511,-0.106444492,-0.083248726,-0.235025906,-0.173174244
ATP7B,geneExp,-0.164557574,-0.16018659,-0.039949712,0.081397209,-0.250647649
ATP8A1,geneExp,0.163772559,0.246576249,-0.052557056,0.185923159,-0.182008927
ATP8B1,geneExp,0.914210373,0.117982478,0.3035179,0.671085304,-0.039907501
ATP8B2,geneExp,0.191604331,-0.050949118,-0.128924527,-0.132596453,-0.126508974
ATP8B3,geneExp,-0.301032141,-0.175432573,-0.172946923,-0.285342124,-0.254158876
ATP8B4,geneExp,-0.295522296,-0.168190726,-0.167056596,-0.285491873,-0.244984387
ATP8B5P,geneExp,-0.298065303,-0.174898958,-0.170776802,-0.27965159,-0.248382351
ATP9A,geneExp,0.099208501,0.063395763,0.269343713,0.645657645,0.018130732
ATP9B,geneExp,-0.096602847,-0.144406991,-0.111666929,-0.229035873,-0.124923255
ATPAF1,geneExp,-0.064624568,-0.0826257,-0.110598411,-0.149705481,-0.054542501
ATPAF2,geneExp,-0.199311967,-0.140595498,-0.154552585,-0.203278765,-0.201830343
ATPIF1,geneExp,-0.041363135,-0.068786922,-0.012771569,0.341364324,-0.037142694
ATR,geneExp,-0.226578624,-0.113838804,-0.111976941,-0.127205441,-0.139647725
ATRAID,geneExp,0.277128393,0.064577319,0.025306758,0.306195391,0.110030738
ATRIP,geneExp,-0.260661945,-0.163727466,-0.16252518,-0.24876104,-0.232790253
ATRN,geneExp,0.020234085,0.089771307,0.041274693,0.189217675,-0.035103923
ATRX,geneExp,-0.040232904,0.104788605,0.05439874,0.062977882,0.038178675
ATXN1,geneExp,-0.147321661,-0.05216879,-0.017938514,-0.085724501,-0.02264475
ATXN10,geneExp,0.188072378,0.0573736,-0.058034025,-0.084526504,-0.020605979
ATXN1L,geneExp,-0.143224593,-0.059258172,0.043816833,-0.130350207,-0.009505981
ATXN2,geneExp,-0.138279863,-0.043783503,-0.114767098,-0.101298584,-0.06296718
ATXN2L,geneExp,0.298693087,0.131240393,0.192562884,0.708253406,0.343201943
ATXN3,geneExp,-0.193943407,-0.129465938,-0.124584297,-0.211215545,-0.212364008
ATXN7,geneExp,-0.22375307,-0.094628863,-0.072914836,-0.197438482,-0.127754886
ATXN7L1,geneExp,-0.275884661,-0.162092342,-0.138121702,-0.248203948,-0.226522163
ATXN7L2,geneExp,-0.293403142,-0.174136669,-0.169640075,-0.279951089,-0.252459894
ATXN7L3,geneExp,0.175498648,-0.00826036,0.036624439,0.014758184,0.019263381
ATXN7L3B,geneExp,0.534344822,0.149535568,0.036107748,0.398419323,0.202866324
AUH,geneExp,-0.187303331,-0.156603782,-0.146802162,-0.259435244,-0.217460936
AUNIP,geneExp,-0.287893297,-0.176271107,-0.171086814,-0.272912808,-0.244871124
AUP1,geneExp,0.529011588,0.124582467,0.107500486,0.663996107,0.171558682
AURKA,geneExp,-0.169643588,-0.148066031,-0.136468272,-0.116423394,-0.189484434
AURKAIP1,geneExp,-0.005337226,-0.081746003,-0.045116657,0.161214299,-0.020379453
AURKAPS1,geneExp,-0.302868771,-0.176728478,-0.174290329,-0.282197357,-0.257330296
AURKB,geneExp,-0.109741692,-0.161101344,-0.160546245,-0.163744595,-0.238754809
AUTS2,geneExp,-0.259213842,-0.118641283,-0.123240892,-0.282197357,-0.157090581
AVEN,geneExp,-0.274471884,-0.142272553,-0.160546245,-0.218253826,-0.206134412
AVIL,geneExp,-0.298065303,-0.176194874,-0.171913529,-0.228436874,-0.253026227
AVL9,geneExp,-0.1914004,-0.115210941,-0.11507711,-0.15850331,-0.195374222
AVPI1,geneExp,-0.258931295,-0.128322486,-0.08789898,-0.269318792,-0.04575085
AXIN1,geneExp,-0.026952776,-0.059715555,-0.037056221,-0.073744457,-0.075992668
AXIN2,geneExp,-0.251161011,-0.16201611,-0.145252077,-0.250000967,-0.146556917
AXL,geneExp,-0.188998677,-0.03257771,-0.002541012,-0.25644025,-0.093548788
AZI2,geneExp,-0.140116471,-0.07054021,-0.074774933,-0.155358566,-0.117107958
AZIN1,geneExp,1.748205639,0.367476909,0.326490144,0.798253544,0.328024403
AZIN2,geneExp,-0.277579984,-0.149971783,-0.172223541,-0.280100839,-0.239547669
B2M,geneExp,4.667857344,8.744306361,18.64062924,4.493500451,19.83943241
B3GALNT1,geneExp,-0.27320037,-0.151420153,-0.103503148,-0.281149109,-0.217914007
B3GALNT2,geneExp,-0.186513581,-0.085507946,-0.121496532,-0.123541032,-0.183684116
B3GALT2,geneExp,-0.287893297,-0.166513671,-0.169020039,-0.21630708,-0.257330296
B3GALT4,geneExp,-0.23858726,-0.150124236,-0.12055408,-0.224842859,-0.199451765
B3GALT6,geneExp,-0.167383127,-0.125349515,-0.11456042,-0.11986766,-0.186879329
B3GAT1,geneExp,-0.303575149,-0.17718586,-0.174703674,-0.227538376,-0.256990507
B3GAT3,geneExp,-0.144919916,-0.036236738,-0.130474612,-0.016240209,-0.107367135
B3GLCT,geneExp,-0.234066361,-0.156375097,-0.156619361,-0.235025906,-0.221311953
B3GNT2,geneExp,-0.199170683,-0.065127882,0.010686368,-0.090516537,-0.119373256
B3GNT2___B4GAT1,geneExp,-0.232794869,-0.13846106,-0.116627195,-0.20717228,-0.195714011
B3GNT3,geneExp,-0.188857392,-0.100651026,0.204963562,-0.162247098,-0.094568173
B3GNT5,geneExp,0.055553594,-0.086548494,-0.059170752,0.022395464,-0.049148815
B3GNT7,geneExp,-0.046025318,0.033894783,0.17561531,-0.272613308,-0.196506871
B3GNT8,geneExp,-0.150147215,-0.073436936,-0.145562102,-0.232330389,-0.247023176
B3GNT9,geneExp,-0.25660445,-0.127369604,-0.1362833,-0.22041923,-0.14286899
B3GNTL1,geneExp,-0.290249805,-0.166415339,-0.164976379,-0.273059562,-0.236652602
B4GALNT1,geneExp,-0.302021087,-0.175585038,-0.175117032,-0.288936139,-0.253819087
B4GALNT3,geneExp,-0.044047426,-0.03036704,0.14254684,-0.153711297,-0.168077298
B4GALT1,geneExp,1.690422919,0.517573607,0.267070259,1.220400607,3.203375488
B4GALT2,geneExp,0.032949098,-0.05765735,-0.056380595,-0.053378362,-0.005994771
B4GALT3,geneExp,0.038458943,-0.028232602,-0.053797129,0.013260664,-0.088678385
B4GALT4,geneExp,-0.183771378,-0.06169754,-0.014011642,-0.137687988,-0.087772263
B4GALT5,geneExp,0.231303454,0.021011923,0.18718926,0.06417588,0.233674458
B4GALT6,geneExp,-0.278710215,-0.172307149,-0.163749748,-0.223195589,-0.253366016
B4GALT7,geneExp,-0.174305749,-0.129084787,-0.109496808,-0.166140613,-0.196167081
B9D1,geneExp,-0.254519185,-0.166031897,-0.170156766,-0.275308826,-0.225597913
B9D2,geneExp,-0.281535768,-0.167199739,-0.164369784,-0.26407753,-0.240817374
BAALC,geneExp,0.264786355,-0.041725298,-0.170570123,0.150132753,-0.251327245
BABAM1,geneExp,-0.012966248,-0.057886035,-0.088622349,-0.090516537,-0.096380419
BABAM2,geneExp,-0.203834282,-0.103242835,-0.116110504,-0.197737981,-0.132625288
BACE1,geneExp,-0.116240483,-0.049576981,-0.104433209,0.014159162,-0.123224272
BACE2,geneExp,0.183551478,-0.008336592,0.893614211,0.100864806,0.122221482
BACH1,geneExp,-0.17543598,-0.060554089,0.034454317,-0.085874251,-0.01505598
BACH2,geneExp,-0.299195534,-0.164074315,-0.167676633,-0.275608325,-0.230939513
BAD,geneExp,-0.084838622,-0.059331357,-0.112444041,-0.166154079,-0.116767021
BAG1,geneExp,-0.015640651,0.043511187,0.010119036,0.082499367,0.651410223
BAG2,geneExp,-0.283796229,-0.127255267,-0.162923045,-0.256739749,-0.175439542
BAG3,geneExp,0.119835105,0.133222366,0.058532291,0.019550197,0.172058173
BAG4,geneExp,-0.208353766,-0.153402126,-0.145975459,-0.27156506,-0.228900723
BAG5,geneExp,-0.026670207,-0.052397487,-0.004297776,-0.065058929,-0.093662051
BAG6,geneExp,0.838375136,0.421066542,0.420115226,1.015841221,0.686961905
BAHCC1,geneExp,-0.197192791,-0.129161008,-0.134814854,-0.139335235,-0.186652803
BAHD1,geneExp,-0.191117831,-0.091503438,-0.023415483,-0.080333489,-0.148708951
BAIAP2,geneExp,-0.056479871,-0.0728271,0.097801087,-0.112679629,-0.078597773
BAIAP2L1,geneExp,-0.055632209,-0.036236738,0.337547416,0.316056466,0.273057918
BAIAP2L2,geneExp,-0.228980347,-0.176042409,-0.114043729,-0.200583248,-0.230939513
BAIAP3,geneExp,-0.239002619,-0.123168574,-0.120275065,-0.157387686,-0.220379796
BAK1,geneExp,-0.130227011,-0.115744544,-0.010808126,-0.155807815,-0.129453868
BAMBI,geneExp,-0.215417672,-0.166284985,-0.154965943,0.364276187,-0.215988498
BANF1,geneExp,0.263797409,0.137643695,-0.067644545,0.494559244,0.065362336
BANK1,geneExp,-0.245227336,-0.143492237,-0.130474612,-0.286839621,-0.211571148
BANP,geneExp,-0.243390706,-0.154850495,-0.158789482,-0.221248843,-0.231619091
BAP1,geneExp,0.047500742,-0.036008053,0.024637118,-0.043345086,-0.06251411
BARD1,geneExp,-0.286763067,-0.169639095,-0.159616197,-0.276207324,-0.236829301
BASP1,geneExp,0.064030277,0.136957627,-0.132748066,1.260084527,0.30231318
BATF,geneExp,-0.145202485,-0.134115952,-0.125927703,-0.077787722,-0.197752801
BATF2,geneExp,-0.27856893,-0.140214348,-0.144838732,-0.229035873,-0.138401813
BATF3,geneExp,-0.230958239,-0.16201611,-0.17408365,-0.207771279,-0.250987456
BAX,geneExp,0.035492105,-0.060401624,-0.082732022,-0.160450079,-0.065459004
BAZ1A,geneExp,0.277218822,0.109514864,-0.014011642,-0.019534725,-0.057530445
BAZ1B,geneExp,0.20601469,-0.015502207,0.092220785,0.059084367,0.052789883
BAZ2A,geneExp,0.390714525,0.184910062,0.377117959,0.575870836,0.48871037
BAZ2B,geneExp,-0.168432839,-0.032079164,-0.040103686,-0.017957849,-0.103053994
BBC3,geneExp,-0.258224896,-0.153707044,-0.152795822,-0.253295483,-0.239321125
BBIP1,geneExp,-0.268022533,-0.147275524,-0.147948192,-0.185359603,-0.203721875
BBOF1,geneExp,-0.291011307,-0.165277982,-0.161318193,-0.270876212,-0.222426493
BBS1,geneExp,-0.229262916,-0.09089359,-0.076325017,-0.182163921,-0.13655672
BBS10,geneExp,-0.224035617,-0.152716057,-0.151349083,-0.19189772,-0.187219136
BBS12,geneExp,-0.283937513,-0.167275972,-0.155482634,-0.276057574,-0.242945615
BBS2,geneExp,-0.227850139,-0.124892132,-0.107430032,-0.226340356,-0.106234487
BBS4,geneExp,-0.263734741,-0.156146399,-0.145975459,-0.236673153,-0.188578311
BBS5,geneExp,-0.28304039,-0.166666136,-0.164607461,-0.269618292,-0.249061947
BBS7,geneExp,-0.238022145,-0.15873822,-0.155792658,-0.249701468,-0.223577269
BBS9,geneExp,-0.236891915,-0.14250125,-0.158169446,-0.245358704,-0.227881338
BBX,geneExp,-0.140116471,-0.005058703,0.075169865,-0.061315141,0.095151084
BCAM,geneExp,0.794720228,0.296506854,0.064939309,0.237437373,0.667027225
BCAP29,geneExp,-0.166252919,-0.083346837,-0.078908484,-0.022379992,0.118936781
BCAP31,geneExp,0.945322608,0.289646157,0.507953314,2.141966076,0.67597517
BCAR1,geneExp,-0.041080566,0.000429845,0.224494614,-0.066256927,0.101267416
BCAR3,geneExp,-0.177555156,-0.151572606,-0.121587461,-0.228886123,-0.091978937
BCAS2,geneExp,-0.18139651,-0.11832264,-0.133678127,-0.235707256,-0.168677608
BCAS3,geneExp,-0.266984147,-0.106825642,-0.123034213,-0.209867798,-0.159129353
BCAS4,geneExp,0.051739094,-0.047213846,-0.037986269,-0.199235501,-0.134437533
BCAT1,geneExp,0.146254078,0.361073595,0.543811929,0.063576881,-0.116768151
BCAT2,geneExp,0.000455165,-0.048357297,-0.105879948,-0.192197219,-0.166265053
BCCIP,geneExp,-0.122294251,-0.06154889,-0.09145177,0.026601944,-0.03748589
BCDIN3D,geneExp,-0.223808173,-0.164593437,-0.153663875,-0.211226039,-0.230785459
BCKDHA,geneExp,-0.101971408,-0.069168073,-0.060514158,-0.115824395,-0.089697771
BCKDHB,geneExp,-0.276732323,-0.145016839,-0.137604999,-0.258237246,-0.196053818
BCKDK,geneExp,0.35280257,-0.040658079,-0.067127855,0.225607079,-0.058776356
BCL10,geneExp,-0.242684328,-0.129465938,-0.097612833,-0.21525881,-0.161054861
BCL11A,geneExp,-0.256953403,-0.154164426,-0.16447313,-0.237122402,-0.253366016
BCL11B,geneExp,-0.290012451,-0.147989798,-0.144528708,-0.284743125,-0.219046655
BCL2,geneExp,-0.236044253,-0.116735531,-0.14287529,-0.113578127,-0.197073204
BCL2A1,geneExp,-0.256105741,-0.149590633,-0.122827534,-0.269768041,-0.196846678
BCL2L1,geneExp,0.16645685,0.084282759,0.410504706,-0.02357799,0.333574384
BCL2L11,geneExp,-0.118642206,-0.056361445,-0.101436372,-0.148020785,0.017677662
BCL2L12,geneExp,-0.184247502,-0.146538381,-0.141523619,-0.237246706,-0.196035691
BCL2L13,geneExp,-0.152831506,-0.060782774,0.003659314,0.057137599,-0.071801863
BCL2L14,geneExp,-0.302727487,-0.173755518,-0.113940383,-0.289385388,-0.244644597
BCL2L15,geneExp,-0.301455972,-0.17123993,-0.10112636,-0.280699838,-0.178044647
BCL2L2,geneExp,0.021179232,-0.06793314,-0.007265678,-0.067989542,-0.164542295
BCL3,geneExp,0.05654254,0.094650031,-0.021762053,0.148335757,-0.025136592
BCL6,geneExp,-0.001946558,-0.055446679,-0.030442525,0.307820187,0.162430631
BCL6B,geneExp,-0.279416614,-0.10522482,-0.143081968,-0.25644025,-0.223237479
BCL7A,geneExp,-0.196345129,-0.127102802,-0.155275955,-0.191598221,-0.224030321
BCL7B,geneExp,-0.077389021,-0.097373136,-0.036332851,-0.13544172,-0.141006918
BCL7C,geneExp,-0.15989539,-0.112161737,-0.111563596,-0.12001741,-0.185189419
BCL9,geneExp,-0.125282281,-0.06360328,-0.098852906,0.007420403,0.003519525
BCL9L,geneExp,0.143000446,0.080090116,0.107204929,0.152079522,0.260744856
BCLAF1,geneExp,0.210818135,0.196035819,0.230384941,0.117936363,0.270145871
BCLAF3,geneExp,-0.277297438,-0.157442316,-0.155689313,-0.26422728,-0.214742586
BCO2,geneExp,-0.303716433,-0.177719476,-0.175117032,-0.289235638,-0.25710377
BCOR,geneExp,0.012463801,-0.034635916,0.030320767,0.03212924,-0.018114137
BCORL1,geneExp,-0.23745703,-0.124739679,-0.095649391,-0.220500094,-0.185859943
BCR,geneExp,0.126757727,0.108600098,0.131489581,0.156122786,0.169453068
BCS1L,geneExp,-0.238869807,-0.146501789,-0.152555045,-0.190782073,-0.214855849
BDH1,geneExp,-0.219797287,-0.158890685,-0.125204334,-0.219002575,-0.132398762
BDH2,geneExp,-0.223470502,-0.144254538,-0.130577958,-0.252396985,-0.200131361
BDKRB2,geneExp,-0.168513358,-0.096305917,-0.14049849,0.885108915,-0.215648709
BDNF-AS,geneExp,-0.303423976,-0.177414546,-0.173792232,-0.287609334,-0.250120976
BDP1,geneExp,-0.225448394,-0.090207522,-0.083455405,-0.143827748,-0.146783443
BEAN,geneExp,-0.259355126,-0.140671731,-0.158582803,-0.270816312,-0.198658923
BECN1,geneExp,-0.018067791,0.04961263,0.085965678,-0.035733252,0.092125775
BEND3,geneExp,-0.27320037,-0.152106221,-0.10784339,-0.221398593,-0.232865021
BEND5,geneExp,-0.287752013,-0.175661259,-0.173876972,-0.289085889,-0.254951736
BEND6,geneExp,-0.301032141,-0.169867793,-0.174703674,-0.289085889,-0.248382351
BEND7,geneExp,-0.297076357,-0.158052152,-0.102573099,-0.287588369,-0.188125241
BEST1,geneExp,-0.296085996,-0.170477629,-0.170776802,-0.258384001,-0.250873045
BET1,geneExp,-0.141246701,-0.071912347,-0.12344757,-0.120466659,-0.055038603
BET1L,geneExp,0.119552536,0.061718708,0.143063544,0.155523788,0.18349796
BEX2,geneExp,-0.237598314,-0.163998083,-0.160442912,-0.225292108,-0.252006841
BEX3,geneExp,0.220142502,0.0260431,-0.054210486,-0.255991001,-0.082222264
BEX4,geneExp,-0.175577264,-0.130380692,-0.127064431,-0.250899465,-0.194807906
BEX5,geneExp,-0.282524736,-0.174746505,-0.172946923,-0.280999337,-0.258236419
BFAR,geneExp,0.516967625,0.065453969,0.03807119,0.243127907,0.087222525
BFSP1,geneExp,-0.295098466,-0.167657122,-0.171913529,-0.266323775,-0.256084384
BGLAP,geneExp,-0.298339378,-0.172355175,-0.174703674,-0.277709325,-0.252766853
BGN,geneExp,2.376751585,3.385038207,0.339304179,1.503878583,2.528541247
BHLHB9,geneExp,-0.277579984,-0.16613252,-0.161992985,-0.257488498,-0.233091547
BHLHE22,geneExp,-0.294815919,-0.158585755,-0.172016862,-0.282197357,-0.242605826
BHLHE40,geneExp,0.452968683,0.532743369,0.443986508,0.714393189,0.463263075
BHLHE40___CENPX,geneExp,-0.136867086,-0.129084787,-0.133058091,-0.15056653,-0.112577345
BHLHE41,geneExp,-0.26938587,-0.130456924,0.094700918,-0.241165667,-0.190390556
BICC1,geneExp,-0.288740959,-0.146084058,-0.17119016,-0.285342124,-0.230373179
BICD1,geneExp,-0.290436304,-0.16758089,-0.143495326,-0.267222296,-0.234790529
BICD2,geneExp,-0.193378292,-0.044622037,-0.089552398,-0.161947576,-0.036123309
BICDL1,geneExp,-0.148169323,-0.139223361,-0.138741726,0.286855092,-0.126962026
BICRA,geneExp,-0.173599372,-0.132210211,-0.139878453,-0.189501702,-0.196393608
BICRAL,geneExp,-0.210049089,-0.103852683,-0.087692301,-0.183811168,-0.11472938
BID,geneExp,-0.240072084,-0.143359592,-0.108473755,-0.166768053,-0.18762575
BIK,geneExp,-0.257377234,-0.168266958,-0.152279131,-0.244310433,-0.24555072
BIN1,geneExp,0.026026476,-0.061240157,-0.024035519,-0.009501427,-0.06172125
BIN2,geneExp,-0.282100883,-0.126874117,-0.138328369,-0.275458575,-0.171022192
BIN3,geneExp,-0.229404178,-0.118488818,-0.124997655,-0.210167297,-0.198885449
BIRC2,geneExp,-0.157211121,-0.073665634,-0.08314538,-0.103395079,-0.045297798
BIRC3,geneExp,-0.280122991,-0.07976403,-0.085832192,-0.206723031,0.372424358
BIRC5,geneExp,-0.148984489,-0.153494363,-0.14876044,-0.196614858,-0.216373596
BIRC6,geneExp,0.022918376,0.087789334,0.140376732,0.102512053,0.153482686
BIVM,geneExp,-0.259355126,-0.141662717,-0.141192925,-0.282946106,-0.232865021
BLCAP,geneExp,-0.079225651,-0.087920631,0.028770682,0.202844988,-0.018793733
BLM,geneExp,-0.247911605,-0.162549713,-0.159512852,-0.228736373,-0.226748689
BLMH,geneExp,-0.113414929,-0.10781664,-0.144838732,-0.054426632,-0.197186467
BLNK,geneExp,-0.295098466,-0.155384098,-0.116833874,-0.281748108,-0.209532377
BLOC1S1,geneExp,-0.015793217,-0.066461903,-0.052566359,-0.057975723,-0.058332359
BLOC1S2,geneExp,-0.160884336,-0.07427547,-0.055347213,-0.101598083,-0.07927737
BLOC1S3,geneExp,-0.236891915,-0.140061895,-0.128924527,-0.220200595,-0.190503819
BLOC1S4,geneExp,-0.188009731,-0.143644702,-0.146802162,-0.22409411,-0.207833395
BLOC1S5,geneExp,-0.247629058,-0.128660949,-0.136468272,-0.237871151,-0.195487485
BLOC1S6,geneExp,-0.121891612,-0.033949847,-0.035919494,-0.075391704,-0.041560044
BLVRA,geneExp,0.177617803,-0.022820275,-0.089345719,-0.161049077,-0.121412027
BLVRB,geneExp,-0.185184155,-0.067948389,-0.006467897,-0.109385113,0.211361217
BLZF1,geneExp,-0.208777596,-0.127179035,-0.108050069,-0.200133999,-0.163659966
BMF,geneExp,-0.194649784,-0.102251848,-0.074568254,0.046655052,-0.097060015
BMI1,geneExp,-0.154165158,-0.018074964,-0.043248295,0.011887448,-0.000423239
BMP1,geneExp,-0.144778654,-0.020838302,-0.130991315,-0.188603204,-0.047110043
BMP2,geneExp,-0.278427668,-0.117955215,-0.063510982,-0.028819252,-0.080296755
BMP2K,geneExp,-0.242260498,-0.129694623,-0.117660589,-0.259135744,-0.196733415
BMP4,geneExp,-0.29523975,-0.166513671,-0.10060967,-0.253744732,-0.247023176
BMP6,geneExp,-0.223333465,-0.117854591,-0.17241369,-0.218905249,-0.235566391
BMP8A,geneExp,0.102739039,-0.121156871,-0.171810184,-0.098453317,-0.229693583
BMP8B,geneExp,-0.246640112,-0.164684151,-0.163853094,-0.22409411,-0.246456843
BMPR1A,geneExp,-0.219373456,-0.112771585,-0.133678127,-0.113877627,-0.171588525
BMPR1B,geneExp,-0.30131471,-0.175966177,-0.172223541,-0.176922659,-0.23399767
BMPR2,geneExp,-0.054219432,0.215169528,0.149677228,0.162262569,0.26368975
BMS1,geneExp,0.002433057,-0.021981753,-0.009361387,-0.030167022,-0.016301892
BMS1P1,geneExp,-0.291990343,-0.17459404,-0.164576463,-0.261681512,-0.240227247
BMT2,geneExp,-0.254410396,-0.153859508,-0.146595483,-0.23158164,-0.191862994
BNC2,geneExp,-0.276732323,-0.139147129,-0.162923045,-0.278603342,-0.222331357
BNIP1,geneExp,-0.22262284,-0.156146399,-0.161992985,-0.233678136,-0.239434406
BNIP2,geneExp,-0.176848756,-0.075723839,-0.085728859,-0.155658065,-0.088678385
BNIP3,geneExp,0.778614546,0.115155876,-0.15248581,0.224259332,0.035573571
BNIP3L,geneExp,0.438840893,0.15258476,0.039931287,0.399168072,0.223254057
BOC,geneExp,-0.276025945,-0.15835707,-0.164886475,-0.278453592,-0.223010935
BOD1,geneExp,-0.060294393,-0.108807627,-0.114457086,-0.168985857,-0.178610962
BOD1L1,geneExp,-0.132063618,-0.042640052,0.009136284,-0.053528111,-0.078711036
BOK,geneExp,0.352943832,0.003783967,-0.041086439,-0.240866167,-0.213383393
BOLA1,geneExp,-0.230251862,-0.143187319,-0.157859434,-0.21660658,-0.215535428
BOLA2,geneExp,-0.063570631,-0.025311472,-0.077956741,0.307057949,-0.039378551
BOLA3,geneExp,-0.205386928,-0.140747963,-0.157652755,-0.230084121,-0.211344622
BORA,geneExp,-0.272789258,-0.167807296,-0.146493188,-0.237821745,-0.2108338
BORCS5,geneExp,-0.281677053,-0.162549713,-0.161062936,-0.234876157,-0.238754809
BORCS6,geneExp,-0.210049089,-0.154926727,-0.156722707,-0.213312063,-0.233431337
BORCS7,geneExp,-0.248759267,-0.104310054,-0.126651073,-0.228287124,-0.176232402
BPGM,geneExp,-0.233077415,-0.130990527,-0.134091472,-0.233977636,-0.088451841
BPHL,geneExp,-0.189846338,-0.106825642,-0.142771944,-0.167039111,-0.203642589
BPNT1,geneExp,-0.132911302,-0.072750868,-0.056173928,-0.190999199,-0.100571225
BPTF,geneExp,-0.11496899,0.023679976,0.03931125,0.083793227,0.035347044
BRAF,geneExp,-0.266136463,-0.15134392,-0.161786318,-0.270067541,-0.223803795
BRAP,geneExp,-0.195497468,-0.094400165,-0.131301327,-0.071647939,-0.107140609
BRAT1,geneExp,-0.025822545,-0.106978107,-0.100713003,0.165407313,-0.16184772
BRCA1,geneExp,-0.218077918,-0.158966906,-0.141118526,-0.215408559,-0.178837506
BRCA2,geneExp,-0.28040556,-0.165217767,-0.15971953,-0.252247213,-0.232525214
BRCC3,geneExp,-0.224600732,-0.119251119,-0.100196312,-0.154010796,-0.150521197
BRD1,geneExp,-0.109741692,-0.070387745,-0.035299458,-0.050083846,-0.12231815
BRD2,geneExp,0.756998997,0.310990537,0.600441657,0.713494691,0.646639475
BRD3,geneExp,-0.174811537,-0.038201183,-0.03694461,-0.084101214,-0.059076521
